"ID";"Name";"Longitude_WGS84";"Latitude_WGS84";"Street";"AdmArea";"District";"RouteNumbers";"StationName";"Direction";"Pavilion";"OperatingOrgName";"EntryState";"global_id";"geoData";
"530";"«Ин-т Приборостроения», улица Расплетина (530)";"37.48240018";"55.79117184";"улица Расплетина";"Северо-Западный административный округ";"район Щукино";"А253; А26; А39";"Ин-т Приборостроения";"";"да";"ГУП «Мосгортранс»";"активна";"889085592";"{type=Point, coordinates=[37.48240018, 55.79117184]}";
"531";"«Комбинат бытового обслуживания», улица Расплетина (531)";"37.4833339";"55.79480318";"улица Расплетина";"Северо-Западный административный округ";"район Щукино";"А26; А39";"Комбинат бытового обслуживания";"";"да";"ГУП «Мосгортранс»";"активна";"889085593";"{type=Point, coordinates=[37.4833339, 55.79480318]}";
"532";"«Поликлиника», улица Маршала Бирюзова (532)";"37.4844579";"55.79772467";"улица Маршала Бирюзова";"Северо-Западный административный округ";"район Щукино";"А26; А39";"Поликлиника";"";"да";"ГУП «Мосгортранс»";"активна";"889085594";"{type=Point, coordinates=[37.4844579, 55.79772467]}";
"533";"«Поликлиника», улица Маршала Бирюзова (533)";"37.48397939";"55.79786336";"улица Маршала Бирюзова";"Северо-Западный административный округ";"район Щукино";"А26; А39";"Поликлиника";"";"да";"ГУП «Мосгортранс»";"активна";"889085595";"{type=Point, coordinates=[37.48397939, 55.79786336]}";
"534";"«Комбинат бытового обслуживания», улица Расплетина (534)";"37.48308279";"55.79458376";"улица Расплетина";"Северо-Западный административный округ";"район Щукино";"А26; А39; А681";"Ул. Берзарина, 32";"";"да";"ГУП «Мосгортранс»";"активна";"889085596";"{type=Point, coordinates=[37.48308279, 55.79458376]}";
"535";"«Ин-т Приборостроения», улица Расплетина (535)";"37.48178342";"55.79096481";"улица Расплетина";"Северо-Западный административный округ";"район Щукино";"А253; А26; А39";"Ин-т Приборостроения";"";"да";"ГУП «Мосгортранс»";"активна";"889085597";"{type=Point, coordinates=[37.48178342, 55.79096481]}";
"536";"«Ул. Берзарина, 32», улица Берзарина (536)";"37.472198";"55.78911845";"улица Берзарина";"Северо-Западный административный округ";"район Щукино";"А253; А26";"Ул. Берзарина, 32";"";"да";"ГУП «Мосгортранс»";"активна";"889085598";"{type=Point, coordinates=[37.472198, 55.78911845]}";
"537";"«Авангардная ул., 15», Авангардная улица (537)";"37.48932003";"55.84871348";"Авангардная улица";"Северный административный округ";"Головинский район";"А500; А621; А70";"Авангардная ул., 15";"";"да";"ГУП «Мосгортранс»";"активна";"889085599";"{type=Point, coordinates=[37.48932003, 55.84871348]}";
"538";"«Авангардная ул., 15», Авангардная улица (538)";"37.48872132";"55.84799445";"Авангардная улица";"Северный административный округ";"Головинский район";"А500; А621; А70";"Авангардная ул., 15";"";"да";"ГУП «Мосгортранс»";"активна";"889085600";"{type=Point, coordinates=[37.48872132, 55.84799445]}";
"541";"«Канал им. Москвы», Волоколамское шоссе (541)";"37.44708095";"55.82139165";"Волоколамское шоссе";"Северо-Западный административный округ";"район Покровское-Стрешнево";"А248; А456; А456к; А88";"Канал им. Москвы";"";"да";"ГУП «Мосгортранс»";"активна";"889085601";"{type=Point, coordinates=[37.44708095, 55.82139165]}";
"542";"«Клуб им. Чкалова», Волоколамское шоссе (542)";"37.44156946";"55.82270276";"Волоколамское шоссе";"Северо-Западный административный округ";"район Покровское-Стрешнево";"А248; А456; А456к; А88";"Клуб им. Чкалова";"";"да";"ГУП «Мосгортранс»";"активна";"889085602";"{type=Point, coordinates=[37.44156946, 55.82270276]}";
"543";"«Сходненский тупик», Волоколамское шоссе (543)";"37.42603676";"55.82650919";"Волоколамское шоссе";"Северо-Западный административный округ";"район Покровское-Стрешнево";"А2; А210; А248; А266; А456; А456к; А614; А631; А640; А741; А777; А88; А930";"Акад. Коммунального хоз-ва";"";"да";"ГУП «Мосгортранс»";"активна";"889085603";"{type=Point, coordinates=[37.42603676, 55.82650919]}";
"544";"«15-й автобусный парк», Волоколамское шоссе (544)";"37.41749333";"55.82834922";"Волоколамское шоссе";"Северо-Западный административный округ";"район Покровское-Стрешнево";"А2; А210; А248; А266; А456; А456к; А614; А631; А640; А741; А777; А88; А904; А904К; А930";"15-й автобусный парк";"";"да";"ГУП «Мосгортранс»";"активна";"889085604";"{type=Point, coordinates=[37.41749333, 55.82834922]}";
"545";"«Акад. Коммунального хоз-ва», Волоколамское шоссе (545)";"37.41287735";"55.82928627";"Волоколамское шоссе";"Северо-Западный административный округ";"район Покровское-Стрешнево";"А2; А210; А248; А266; А456; А456к; А614; А631; А640; А741; А777; А88; А930";"Акад. Коммунального хоз-ва";"";"да";"ГУП «Мосгортранс»";"активна";"889085605";"{type=Point, coordinates=[37.41287735, 55.82928627]}";
"546";"«Храм Сергия Радонежского», улица Василия Петушкова (546)";"37.40569349";"55.83609252";"улица Василия Петушкова";"Северо-Западный административный округ";"район Южное Тушино";"А777; А837; А88";"Храм Сергия Радонежского";"";"да";"ГУП «Мосгортранс»";"активна";"889085606";"{type=Point, coordinates=[37.40569349, 55.83609252]}";
"547";"«Спортшкола», улица Василия Петушкова (547)";"37.40853402";"55.83866356";"улица Василия Петушкова";"Северо-Западный административный округ";"район Южное Тушино";"А43; А777; А88; А88К";"Спортшкола";"";"нет";"";"активна";"889085607";"{type=Point, coordinates=[37.40853402, 55.83866356]}";
"548";"«Школа № 821», Светлогорский проезд (548)";"37.40411364";"55.84602155";"Светлогорский проезд";"Северо-Западный административный округ";"район Южное Тушино";"А43; А777; А88; А88К";"Школа № 821";"";"да";"ГУП «Мосгортранс»";"активна";"889085608";"{type=Point, coordinates=[37.40411364, 55.84602155]}";
"549";"«Детская б-ца», улица Героев Панфиловцев (549)";"37.40775714";"55.85288588";"улица Героев Панфиловцев";"Северо-Западный административный округ";"район Северное Тушино";"А173; Тм6; А62; А88; А88К";"Детская б-ца";"";"да";"ГУП «Мосгортранс»";"активна";"889085609";"{type=Point, coordinates=[37.40775714, 55.85288588]}";
"551";"«Планерная ул.», улица Героев Панфиловцев (551)";"37.43084221";"55.85797469";"улица Героев Панфиловцев";"Северо-Западный административный округ";"район Северное Тушино";"А173; А678";"Планерная ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889085610";"{type=Point, coordinates=[37.43084221, 55.85797469]}";
"552";"«Планерная ул.», улица Героев Панфиловцев (552)";"37.43076917";"55.85817638";"улица Героев Панфиловцев";"Северо-Западный административный округ";"район Северное Тушино";"А173; АТ";"Планерная ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889085611";"{type=Point, coordinates=[37.43076917, 55.85817638]}";
"553";"«НИИАТ», улица Героев Панфиловцев (553)";"37.40964917";"55.85545149";"улица Героев Панфиловцев";"Северо-Западный административный округ";"район Северное Тушино";"А173; А62; А88; А88К; А959";"НИИАТ";"";"да";"ГУП «Мосгортранс»";"активна";"889085612";"{type=Point, coordinates=[37.40964917, 55.85545149]}";
"554";"«Детская б-ца», улица Героев Панфиловцев (554)";"37.40699114";"55.85219474";"улица Героев Панфиловцев";"Северо-Западный административный округ";"район Южное Тушино";"А173; А62; А88; А88К";"Спортшкола";"";"да";"ГУП «Мосгортранс»";"активна";"889085613";"{type=Point, coordinates=[37.40699114, 55.85219474]}";
"555";"«Школа № 821», Светлогорский проезд (555)";"37.40367419";"55.84515085";"Светлогорский проезд";"Северо-Западный административный округ";"район Южное Тушино";"А43; А777; А88; А88К";"Школа № 821";"";"да";"ГУП «Мосгортранс»";"активна";"889085614";"{type=Point, coordinates=[37.40367419, 55.84515085]}";
"556";"«Спортшкола», улица Василия Петушкова (556)";"37.40779409";"55.83860966";"улица Василия Петушкова";"Северо-Западный административный округ";"район Южное Тушино";"А43; А777; А88; А88К";"Спортшкола";"";"да";"ГУП «Мосгортранс»";"активна";"889085615";"{type=Point, coordinates=[37.40779409, 55.83860966]}";
"557";"«Храм Сергия Радонежского», улица Василия Петушкова (557)";"37.40498828";"55.83498991";"улица Василия Петушкова";"Северо-Западный административный округ";"район Южное Тушино";"А777; А837; А88";"Храм Сергия Радонежского";"";"да";"ГУП «Мосгортранс»";"активна";"889085616";"{type=Point, coordinates=[37.40498828, 55.83498991]}";
"558";"«Акад. Коммунального хоз-ва», Волоколамское шоссе (558)";"37.41297155";"55.82883752";"Волоколамское шоссе";"Северо-Западный административный округ";"район Покровское-Стрешнево";"А2; А210; А248; А266; А456; А456к; А614; А631; А640; А741; А777; А88; А930";"Акад. Коммунального хоз-ва";"";"да";"ГУП «Мосгортранс»";"активна";"889085617";"{type=Point, coordinates=[37.41297155, 55.82883752]}";
"559";"«15-й автобусный парк», Волоколамское шоссе (559)";"37.41725771";"55.82800574";"Волоколамское шоссе";"Северо-Западный административный округ";"район Покровское-Стрешнево";"А2; А210; А248; А266; А456; А456к; А614; А631; А640; А741; А777; А88; А904; А904К; А930";"15-й автобусный парк";"";"да";"ГУП «Мосгортранс»";"активна";"889085618";"{type=Point, coordinates=[37.41725771, 55.82800574]}";
"560";"«Сходненский тупик», Волоколамское шоссе (560)";"37.42548966";"55.82620278";"Волоколамское шоссе";"Северо-Западный административный округ";"район Покровское-Стрешнево";"А2; А210; А248; А266; А456; А456к; А614; А631; А640; А741; А777; А88; А930";"Сходненский тупик";"";"да";"ГУП «Мосгортранс»";"активна";"889085619";"{type=Point, coordinates=[37.42548966, 55.82620278]}";
"561";"«Клуб им. Чкалова», Волоколамское шоссе (561)";"37.44004068";"55.82264714";"Волоколамское шоссе";"Северо-Западный административный округ";"район Покровское-Стрешнево";"А248; А456; А456к; А88";"Клуб им. Чкалова";"";"да";"ГУП «Мосгортранс»";"активна";"889085620";"{type=Point, coordinates=[37.44004068, 55.82264714]}";
"562";"«Канал им. Москвы», Волоколамское шоссе (562)";"37.44696089";"55.82088544";"Волоколамское шоссе";"Северо-Западный административный округ";"район Покровское-Стрешнево";"А248; А456; А456к; А88";"Канал им. Москвы";"";"нет";"";"активна";"889085621";"{type=Point, coordinates=[37.44696089, 55.82088544]}";
"564";"«Гост. Алтай», Гостиничная улица (564)";"37.58079912";"55.84586431";"Гостиничная улица";"Северо-Восточный административный округ";"район Марфино";"А24К; А677К";"Гост. Алтай";"";"нет";"";"активна";"889085622";"{type=Point, coordinates=[37.58079912, 55.84586431]}";
"565";"«Башиловская ул. - Гор. б-ца № 24», Башиловская улица (565)";"37.57627571";"55.79615076";"Башиловская улица";"Северный административный округ";"Савёловский район";"А384; А72; А82; А84; А84К";"Башиловская ул. - Гор. б-ца № 24";"";"да";"ГУП «Мосгортранс»";"активна";"889085623";"{type=Point, coordinates=[37.57627571, 55.79615076]}";
"567";"«Ул. Марины Расковой», улица Расковой (567)";"37.57652815";"55.79070802";"улица Расковой";"Северный административный округ";"район Беговой";"А82";"Ул. Марины Расковой";"";"нет";"";"активна";"889085624";"{type=Point, coordinates=[37.57652815, 55.79070802]}";
"568";"«5-я ул. Ямского Поля», 5-я улица Ямского Поля (568)";"37.57614776";"55.78898927";"5-я улица Ямского Поля";"Северный административный округ";"район Беговой";"А82";"5-я ул. Ямского Поля";"";"да";"ГУП «Мосгортранс»";"активна";"889085625";"{type=Point, coordinates=[37.57614776, 55.78898927]}";
"569";"«Издательство Пресса», 5-я улица Ямского Поля (569)";"37.58100222";"55.78690997";"5-я улица Ямского Поля";"Северный административный округ";"район Беговой";"А82";"Издательство Пресса";"";"да";"ГУП «Мосгортранс»";"активна";"889085626";"{type=Point, coordinates=[37.58100222, 55.78690997]}";
"570";"«1-я ул. Ямского Поля», 1-я улица Ямского Поля (570)";"37.58522087";"55.78450598";"1-я улица Ямского Поля";"Северный административный округ";"район Беговой";"А82";"1-я ул. Ямского Поля";"";"да";"ГУП «Мосгортранс»";"активна";"889085627";"{type=Point, coordinates=[37.58522087, 55.78450598]}";
"571";"«3-я ул. Ямского Поля», 1-я улица Ямского Поля (571)";"37.58331026";"55.78056554";"1-я улица Ямского Поля";"Северный административный округ";"район Беговой";"А82";"3-я ул. Ямского Поля";"";"да";"ГУП «Мосгортранс»";"активна";"889085628";"{type=Point, coordinates=[37.58331026, 55.78056554]}";
"573";"«М-н Свет», улица Расковой (573)";"37.57172221";"55.78679063";"улица Расковой";"Северный административный округ";"район Беговой";"А82";"М-н Свет";"";"да";"ГУП «Мосгортранс»";"активна";"889085629";"{type=Point, coordinates=[37.57172221, 55.78679063]}";
"574";"«5-я ул. Ямского Поля», улица Расковой (574)";"37.57488842";"55.78915877";"улица Расковой";"Северный административный округ";"район Беговой";"А82";"5-я ул. Ямского Поля";"";"да";"ГУП «Мосгортранс»";"активна";"889085630";"{type=Point, coordinates=[37.57488842, 55.78915877]}";
"575";"«К/т Прага», улица Нижняя Масловка (575)";"37.57953903";"55.79156181";"улица Нижняя Масловка";"Северный административный округ";"район Беговой";"Тб42; А727; А82";"К/т Прага";"";"да";"ЗАО «Валль-СНГ»";"активна";"889085631";"{type=Point, coordinates=[37.57953903, 55.79156181]}";
"576";"«Вятская ул.», улица Нижняя Масловка (576)";"37.58286369";"55.79173869";"улица Нижняя Масловка";"Северный административный округ";"район Беговой";"Тб42; А727; А82; АТ79";"Вятская ул.";"";"да";"ЗАО «Валль-СНГ»";"активна";"889085632";"{type=Point, coordinates=[37.58286369, 55.79173869]}";
"577";"«Бутырский рынок», Башиловская улица (577)";"37.57700018";"55.79457583";"Башиловская улица";"Северный административный округ";"Савёловский район";"А384; А72; А82; А84; А84К";"Бутырский рынок";"";"да";"ГУП «Мосгортранс»";"активна";"889085633";"{type=Point, coordinates=[37.57700018, 55.79457583]}";
"578";"«Башиловская ул. - Гор. б-ца № 24», Башиловская улица (578)";"37.57641334";"55.79709428";"Башиловская улица";"Северный административный округ";"Савёловский район";"А384; А72; А82; А84; А84К";"Башиловская ул. - Гор. б-ца № 24";"";"да";"ГУП «Мосгортранс»";"активна";"889085634";"{type=Point, coordinates=[37.57641334, 55.79709428]}";
"580";"«Театр Золотое кольцо», Тимирязевская улица (580)";"37.5679317249";"55.8118896649";"Тимирязевская улица";"Северный административный округ";"Тимирязевский район";"А72; А82";"Театр Золотое кольцо";"";"да";"ГУП «Мосгортранс»";"активна";"889085635";"{type=Point, coordinates=[37.5679317249, 55.8118896649]}";
"581";"«Префектура САО», Тимирязевская улица (581)";"37.56497722";"55.81555686";"Тимирязевская улица";"Северный административный округ";"Тимирязевский район";"А72; А82";"Метро Окружная - Платф. Окружная";"";"да";"ГУП «Мосгортранс»";"активна";"889085636";"{type=Point, coordinates=[37.56497722, 55.81555686]}";
"582";"«М-н Оптика», Красностуденческий проезд (582)";"37.56555445";"55.82485209";"Красностуденческий проезд";"Северо-Западный административный округ";"район Строгино";"А319; А466; А574; А604; А692; А82; А87";"3-й мкр. Строгина";"";"да";"ГУП «Мосгортранс»";"активна";"889085637";"{type=Point, coordinates=[37.56555445, 55.82485209]}";
"583";"«Метро Окружная - Платф. Окружная», 3-й Нижнелихоборский проезд (583)";"37.57272152";"55.84673184";"3-й Нижнелихоборский проезд";"Северный административный округ";"Тимирязевский район";"А282; А692; А82";"Метро Окружная - Платф. Окружная";"";"да";"ГУП «Мосгортранс»";"активна";"889085638";"{type=Point, coordinates=[37.57272152, 55.84673184]}";
"584";"«3-й мкр. Строгина», улица Исаковского (584)";"37.40691689";"55.815082";"улица Исаковского";"Северо-Западный административный округ";"район Строгино";"А277; А654; А687";"3-й мкр. Строгина";"";"да";"ГУП «Мосгортранс»";"активна";"889085639";"{type=Point, coordinates=[37.40691689, 55.815082]}";
"585";"«Аллея Дорога Жизни», улица Исаковского (585)";"37.4175948";"55.80721429";"улица Исаковского";"Северо-Западный административный округ";"район Строгино";"А277; А654; А687";"Аллея Дорога Жизни";"";"да";"ГУП «Мосгортранс»";"активна";"889085640";"{type=Point, coordinates=[37.4175948, 55.80721429]}";
"586";"«Универсам», улица Маршала Катукова (586)";"37.40781094";"55.80783426";"улица Маршала Катукова";"Западный административный округ";"район Кунцево";"А631; А638; А798; АС11";"Черепково";"";"да";"ГУП «Мосгортранс»";"активна";"889085641";"{type=Point, coordinates=[37.40781094, 55.80783426]}";
"588";"«МКАД», Рублёвское шоссе (588)";"37.37439864";"55.76745745";"Рублёвское шоссе";"Западный административный округ";"район Кунцево";"А127; А129; А626; А798";"МКАД";"";"да";"ГУП «Мосгортранс»";"активна";"889085642";"{type=Point, coordinates=[37.37439864, 55.76745745]}";
"589";"«Черепково», Рублёвское шоссе (589)";"37.38276314";"55.76352583";"Рублёвское шоссе";"Западный административный округ";"район Кунцево";"А127; А129; А376; А626; А660";"Черепково";"";"да";"ГУП «Мосгортранс»";"активна";"889085643";"{type=Point, coordinates=[37.38276314, 55.76352583]}";
"590";"«ЦКБ», Рублёвское шоссе (590)";"37.39591586";"55.75710953";"Рублёвское шоссе";"Западный административный округ";"район Кунцево";"А127; А129; А376; А626; А660";"ЦКБ";"";"да";"ООО «ТВ-Сити»";"активна";"889085644";"{type=Point, coordinates=[37.39591586, 55.75710953]}";
"593";"«ЦКБ», Рублёвское шоссе (593)";"37.3953002";"55.75809003";"Рублёвское шоссе";"Западный административный округ";"район Крылатское";"А127; А129; А376; А626";"ЦКБ";"";"да";"ООО «ТВ-Сити»";"активна";"889085645";"{type=Point, coordinates=[37.3953002, 55.75809003]}";
"594";"«Черепково», Рублёвское шоссе (594)";"37.3832414";"55.76383631";"Рублёвское шоссе";"Западный административный округ";"район Крылатское";"А127; А129; А376; А626";"Черепково";"";"да";"ГУП «Мосгортранс»";"активна";"889085646";"{type=Point, coordinates=[37.3832414, 55.76383631]}";
"597";"«Строгинский бульв.», улица Кулакова (597)";"37.39362212";"55.8045034";"улица Кулакова";"Северо-Западный административный округ";"район Строгино";"А310; А626; А640; А654; А782; АС11";"Строгинский бульв.";"";"да";"ГУП «Мосгортранс»";"активна";"889085647";"{type=Point, coordinates=[37.39362212, 55.8045034]}";
"598";"«Школа им. Маресьева», улица Кулакова (598)";"37.39828376";"55.81130853";"улица Кулакова";"Северо-Западный административный округ";"район Строгино";"А626; А638; А640; А652; А798; АС11";"Школа им. Маресьева";"";"да";"ГУП «Мосгортранс»";"активна";"889085648";"{type=Point, coordinates=[37.39828376, 55.81130853]}";
"599";"«Универсам», улица Маршала Катукова (599)";"37.40836875";"55.80691863";"улица Маршала Катукова";"Северо-Западный административный округ";"район Строгино";"А626; А631; А638; А798; АС11";"3-й мкр. Строгина";"";"да";"ГУП «Мосгортранс»";"активна";"889085649";"{type=Point, coordinates=[37.40836875, 55.80691863]}";
"601";"«Аллея Дорога Жизни», улица Исаковского (601)";"37.41839955";"55.80791776";"улица Исаковского";"Северо-Западный административный округ";"район Строгино";"А277; А654; А687";"Аллея Дорога Жизни";"";"да";"ГУП «Мосгортранс»";"активна";"889085650";"{type=Point, coordinates=[37.41839955, 55.80791776]}";
"602";"«3-й мкр. Строгина», улица Исаковского (602)";"37.40639641";"55.81579666";"улица Исаковского";"Северо-Западный административный округ";"район Строгино";"А277; А654; А687";"3-й мкр. Строгина";"";"да";"ГУП «Мосгортранс»";"активна";"889085651";"{type=Point, coordinates=[37.40639641, 55.81579666]}";
"603";"«2-я Хуторская ул.», Башиловская улица (603)";"37.57298455";"55.80517985";"Башиловская улица";"Северный административный округ";"Савёловский район";"А595; А72";"2-я Хуторская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889085652";"{type=Point, coordinates=[37.57298455, 55.80517985]}";
"604";"«1-я Хуторская ул.», Башиловская улица (604)";"37.57435139";"55.80275398";"Башиловская улица";"Северный административный округ";"Савёловский район";"А595; А72";"1-я Хуторская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889085653";"{type=Point, coordinates=[37.57435139, 55.80275398]}";
"605";"«4-й Вятский пер.», Башиловская улица (605)";"37.57550586";"55.800329";"Башиловская улица";"Северный административный округ";"Савёловский район";"А384; А72; А84; А84К";"Бутырская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889085654";"{type=Point, coordinates=[37.57550586, 55.800329]}";
"606";"«Бутырский рынок», 2-я Квесисская улица (606)";"37.57959509";"55.79504025";"2-я Квесисская улица";"Северный административный округ";"Савёловский район";"А384; А692; А72; А82; А84; А84К; АТ29";"Бутырский рынок";"";"да";"ГУП «Мосгортранс»";"активна";"889085655";"{type=Point, coordinates=[37.57959509, 55.79504025]}";
"607";"«Бутырская ул.», 2-я Квесисская улица (607)";"37.58274548";"55.79534376";"2-я Квесисская улица";"Северный административный округ";"Савёловский район";"А384; А692; А72; А727; А84; А84К; АТ29";"Бутырская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889085656";"{type=Point, coordinates=[37.58274548, 55.79534376]}";
"609";"«К/т Прага», улица Нижняя Масловка (609)";"37.57867474";"55.79214116";"улица Нижняя Масловка";"Северный административный округ";"Савёловский район";"А72; А727; А82";"К/т Прага";"";"да";"ЗАО «Валль-СНГ»";"активна";"889085657";"{type=Point, coordinates=[37.57867474, 55.79214116]}";
"610";"«4-й Вятский пер.», Башиловская улица (610)";"37.57552723";"55.80119461";"Башиловская улица";"Северный административный округ";"Савёловский район";"А595; А72";"4-й Вятский пер.";"";"да";"ГУП «Мосгортранс»";"активна";"889085658";"{type=Point, coordinates=[37.57552723, 55.80119461]}";
"611";"«Неманский пр., 11», Мякининский проезд (611)";"37.39195644";"55.80835922";"Мякининский проезд";"Северо-Западный административный округ";"район Строгино";"А631; А743; А798; АС11";"Неманский пр., 11";"";"да";"ГУП «Мосгортранс»";"активна";"889085659";"{type=Point, coordinates=[37.39195644, 55.80835922]}";
"612";"«Знаменский храм», 2-й Крестовский переулок (612)";"37.63881417";"55.79148173";"2-й Крестовский переулок";"Центральный административный округ";"Мещанский район";"А265; А778";"Знаменский храм";"";"нет";"";"активна";"889085660";"{type=Point, coordinates=[37.63881417, 55.79148173]}";
"614";"«Рижский вокзал», Рижская площадь (614)";"37.63292423";"55.79257937";"Рижская площадь";"Северо-Восточный административный округ";"район Марьина Роща";"А19; А384; Тб42; АТ18";"Рижский вокзал";"";"да";"ЗАО «Валль-СНГ»";"активна";"889085661";"{type=Point, coordinates=[37.63292423, 55.79257937]}";
"615";"«Олимпийский просп.», улица Сущёвский Вал (615)";"37.6236267";"55.79301703";"улица Сущёвский Вал";"Северо-Восточный административный округ";"район Марьина Роща";"А38; А384; Тб42; А84; А84К; АТ18";"Метро Марьина Роща";"";"да";"ЗАО «Валль-СНГ»";"активна";"889085662";"{type=Point, coordinates=[37.6236267, 55.79301703]}";
"616";"«Метро Марьина Роща», улица Сущёвский Вал (616)";"37.61799083";"55.79336636";"улица Сущёвский Вал";"Северо-Восточный административный округ";"район Марьина Роща";"А38; А384; Тб42; А84; А84К; АТ18";"Метро Марьина Роща";"";"да";"ЗАО «Валль-СНГ»";"активна";"889085663";"{type=Point, coordinates=[37.61799083, 55.79336636]}";
"617";"«Метро Марьина Роща», улица Сущёвский Вал (617)";"37.61437242";"55.79343299";"улица Сущёвский Вал";"Северо-Восточный административный округ";"район Марьина Роща";"А126; А384; Тб42; А84; А84К; АТ18";"Метро Марьина Роща";"";"да";"ЗАО «Валль-СНГ»";"активна";"889085664";"{type=Point, coordinates=[37.61437242, 55.79343299]}";
"618";"«Ул. Образцова», улица Сущёвский Вал (618)";"37.60736661";"55.79313758";"улица Сущёвский Вал";"Северо-Восточный административный округ";"район Марьина Роща";"А126; А384; Тб42; А84; А84К; АТ18";"Ул. Образцова";"";"да";"ЗАО «Валль-СНГ»";"активна";"889085665";"{type=Point, coordinates=[37.60736661, 55.79313758]}";
"619";"«Мебельная ф-ка», улица Сущёвский Вал (619)";"37.59640821";"55.79204084";"улица Сущёвский Вал";"Центральный административный округ";"Тверской район";"А12; А384; Тб42; А84; А84К; АТ18";"Мебельная ф-ка";"";"да";"ЗАО «Валль-СНГ»";"активна";"889085666";"{type=Point, coordinates=[37.59640821, 55.79204084]}";
"620";"«Вятская ул.», улица Нижняя Масловка (620)";"37.58201742";"55.79236001";"улица Нижняя Масловка";"Северный административный округ";"Савёловский район";"А384; Тб42; А72; А727; А82; А84; А84К; АТ79";"Вятская ул.";"";"да";"ЗАО «Валль-СНГ»";"активна";"889085667";"{type=Point, coordinates=[37.58201742, 55.79236001]}";
"621";"«Севастопольский просп., 81», Херсонская улица (621)";"37.56557176";"55.65238577";"Херсонская улица";"Юго-Западный административный округ";"район Черёмушки";"А246";"Севастопольский просп., 81";"";"да";"ГУП «Мосгортранс»";"активна";"889085668";"{type=Point, coordinates=[37.56557176, 55.65238577]}";
"622";"«4-й Вятский пер.», 4-й Вятский переулок (622)";"37.57477297";"55.80082119";"4-й Вятский переулок";"Северный административный округ";"Савёловский район";"А384; А595; А84; А84К";"4-й Вятский пер.";"";"да";"ГУП «Мосгортранс»";"активна";"889085669";"{type=Point, coordinates=[37.57477297, 55.80082119]}";
"623";"«Полтавская ул. - Пенсионный фонд», 4-й Вятский переулок (623)";"37.57165224";"55.80056848";"4-й Вятский переулок";"Северный административный округ";"Савёловский район";"А384; А595; А84; А84К";"Швейное объединение Вымпел";"";"нет";"";"активна";"889085670";"{type=Point, coordinates=[37.57165224, 55.80056848]}";
"624";"«Перинатальный центр», 4-й Вятский переулок (624)";"37.56708661";"55.80008771";"4-й Вятский переулок";"Северный административный округ";"Савёловский район";"А384; А595; А84; А84К";"Перинатальный центр";"";"нет";"";"активна";"889085671";"{type=Point, coordinates=[37.56708661, 55.80008771]}";
"625";"«Швейное объединение Вымпел», Старый Петровско-Разумовский проезд (625)";"37.56272232";"55.80105082";"Старый Петровско-Разумовский проезд";"Северный административный округ";"Савёловский район";"А384; А595; А84; А84К";"Швейное объединение Вымпел";"";"да";"ГУП «Мосгортранс»";"активна";"889085672";"{type=Point, coordinates=[37.56272232, 55.80105082]}";
"626";"«Ул. Верхн. Масловка», Старый Петровско-Разумовский проезд (626)";"37.55660914";"55.79911381";"Старый Петровско-Разумовский проезд";"Северный административный округ";"район Аэропорт";"А384; А595; А84; А84К";"Ул. Верхн. Масловка";"";"нет";"";"активна";"889085673";"{type=Point, coordinates=[37.55660914, 55.79911381]}";
"627";"«Планетная ул.», Петровско-Разумовская аллея (627)";"37.55511922";"55.7973023";"Петровско-Разумовская аллея";"Северный административный округ";"район Аэропорт";"А105К; А384; А595; А84; А84К";"Петровско-Разумовская аллея";"";"нет";"";"активна";"889085674";"{type=Point, coordinates=[37.55511922, 55.7973023]}";
"633";"«Метро Динамо», Ленинградский проспект (633)";"37.55617372";"55.7903361";"Ленинградский проспект";"Северный административный округ";"район Аэропорт";"А105; А110; А22; А22к; А318; А818; А84; АТ29";"Метро Динамо";"";"да";"ГУП «Мосгортранс»";"активна";"889085675";"{type=Point, coordinates=[37.55617372, 55.7903361]}";
"635";"«Петровско-Разумовская аллея», Петровско-Разумовская аллея (635)";"37.55885204";"55.79601004";"Петровско-Разумовская аллея";"Северный административный округ";"Савёловский район";"А105; А105К; А384; А84; А84К";"Ул. Верхн. Масловка";"";"да";"ГУП «Мосгортранс»";"активна";"889085676";"{type=Point, coordinates=[37.55885204, 55.79601004]}";
"636";"«Планетная ул.», Петровско-Разумовская аллея (636)";"37.55419968";"55.79771583";"Петровско-Разумовская аллея";"Северный административный округ";"район Аэропорт";"А105; А105К; А384; А84; А84К";"Планетная ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889085677";"{type=Point, coordinates=[37.55419968, 55.79771583]}";
"637";"«Ул. Верхн. Масловка», Старый Петровско-Разумовский проезд (637)";"37.55803944";"55.79942257";"Старый Петровско-Разумовский проезд";"Северный административный округ";"Савёловский район";"А384; А595; А84; А84К";"Ул. Верхн. Масловка";"";"да";"ГУП «Мосгортранс»";"активна";"889085678";"{type=Point, coordinates=[37.55803944, 55.79942257]}";
